SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,43,39,4,0,0,2,2,0,0,,
578,TG,Telangana,TG_Hyderabad,Hyderabad,18927,18599,305,23,0,1277,1277,0,0,,
579,TG,Telangana,TG_Jagtial,Jagtial,34,32,2,0,0,0,0,0,0,,
580,TG,Telangana,TG_Jangaon,Jangaon,86,85,1,0,0,2,2,0,0,,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,13,13,0,0,0,0,0,0,0,,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,56,30,25,1,0,1,1,0,0,,
583,TG,Telangana,TG_Kamareddy,Kamareddy,52,44,8,0,0,1,1,0,0,,
584,TG,Telangana,TG_Karimnagar,Karimnagar,129,113,16,0,0,4,4,0,0,,
585,TG,Telangana,TG_Khammam,Khammam,72,69,3,0,0,0,0,0,0,,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,26,24,2,0,0,0,0,0,0,,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,45,44,1,0,0,19,19,0,0,,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,104,96,8,0,0,0,0,0,0,,
589,TG,Telangana,TG_Mancherial,Mancherial,68,67,0,1,0,0,0,0,0,,
590,TG,Telangana,TG_Medak,Medak,66,62,4,0,0,3,3,0,0,,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,879,869,9,1,0,125,125,0,0,,
592,TG,Telangana,TG_Mulugu,Mulugu,23,21,2,0,0,0,0,0,0,,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,25,23,2,0,0,0,0,0,0,,
594,TG,Telangana,TG_Nalgonda,Nalgonda,127,115,12,0,0,14,14,0,0,,
595,TG,Telangana,TG_Narayanpet,Narayanpet,6,5,0,1,0,1,1,0,0,,
596,TG,Telangana,TG_Nirmal,Nirmal,39,26,13,0,0,2,2,0,0,,
597,TG,Telangana,TG_Nizamabad,Nizamabad,117,87,30,0,0,3,3,0,0,,
598,TG,Telangana,TG_Peddapalli,Peddapalli,7,6,1,0,0,1,1,0,0,,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,40,38,2,0,0,1,1,0,0,,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,1400,1381,17,2,0,82,82,0,0,,
601,TG,Telangana,TG_Sangareddy,Sangareddy,197,191,6,0,0,19,19,0,0,,
602,TG,Telangana,TG_Siddipet,Siddipet,35,34,1,0,0,1,1,0,0,,
603,TG,Telangana,TG_Suryapet,Suryapet,120,96,24,0,0,23,23,0,0,,
604,TG,Telangana,TG_Vikarabad,Vikarabad,54,38,15,1,0,2,2,0,0,,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,15,15,0,0,0,4,4,0,0,,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,126,126,0,0,0,1,1,0,0,,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,160,137,23,0,0,0,0,0,0,,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,24,24,0,0,0,1,1,0,0,,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,416,92,324,0,0,1,1,0,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,798,430,367,1,0,26,-12,38,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,468,21,447,0,0,2,-6,8,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,6633,3069,3445,119,0,278,45,225,8,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,68254,24894,42309,1051,0,1716,695,1000,21,,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,741,465,275,1,0,29,29,0,0,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,1257,365,887,5,0,39,8,31,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,121,69,52,0,0,9,7,2,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,704,373,324,7,0,71,62,9,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,248,162,81,5,0,26,26,0,0,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,1205,686,515,4,0,82,31,50,1,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,2547,1531,983,33,0,143,83,57,3,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,560,310,247,3,0,8,-19,26,1,,
553,TN,Tamil Nadu,TN_Karur,Karur,166,37,126,3,0,10,7,2,1,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,185,110,73,2,0,10,4,6,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,4085,2975,1048,62,0,309,250,54,5,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,285,171,114,0,0,6,-2,8,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,109,18,90,1,0,4,4,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,124,75,49,0,0,1,-4,5,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,168,12,156,0,0,1,1,0,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,350,236,108,6,0,56,26,29,1,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,1385,941,424,20,0,93,27,65,1,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,1148,606,537,5,0,65,64,0,1,,
561,TN,Tamil Nadu,TN_Salem,Salem,1247,842,400,5,0,50,-13,63,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,512,327,178,7,0,87,67,17,3,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,448,240,207,1,0,40,40,0,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,496,184,310,2,0,15,15,0,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,1009,634,368,7,0,24,-78,100,2,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,4806,1650,3062,94,0,210,33,167,10,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,539,191,348,0,0,15,-4,19,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,1162,311,847,4,0,42,10,32,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,972,485,483,4,0,86,66,20,0,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,1030,350,671,9,0,48,12,36,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,259,169,90,0,0,-2,-5,3,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,204,79,125,0,0,6,6,0,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,2497,1342,1140,15,0,142,108,33,1,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,1932,1347,579,6,0,180,138,42,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,1186,565,604,17,0,109,109,0,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,895,502,385,8,0,113,73,39,1,,
609,TR,Tripura,TR_Dhalai,Dhalai,245,42,203,0,0,1,1,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,180,69,111,0,0,1,1,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,86,50,36,0,0,6,6,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,55,37,18,0,0,4,4,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,591,60,531,0,0,3,0,3,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,139,39,100,0,0,0,-1,1,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,73,7,66,0,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,211,69,141,1,0,7,7,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,1284,134,1057,93,0,17,4,13,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,593,215,355,23,0,17,5,12,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,134,27,103,4,0,1,1,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,297,19,277,1,0,6,4,2,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,155,51,100,4,0,0,0,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,108,15,91,2,0,2,2,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,311,82,225,4,0,4,-12,16,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,291,88,196,7,0,19,13,6,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,343,112,224,7,0,28,22,4,2,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,134,12,121,1,0,5,5,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,182,80,100,2,0,16,16,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,93,35,56,2,0,3,-2,5,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,53,14,39,0,0,3,3,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,412,101,309,2,0,2,-11,13,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,347,153,180,14,0,23,17,6,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,376,41,320,15,0,1,-3,4,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,160,47,112,1,0,5,4,1,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,329,82,241,6,0,12,9,3,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,157,41,114,2,0,4,3,1,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,706,190,494,22,0,39,23,16,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,186,105,78,3,0,7,5,2,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,100,11,87,2,0,0,-1,1,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,251,70,177,4,0,6,2,4,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,145,67,70,8,0,4,2,2,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,328,108,204,16,0,4,-20,22,2,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,197,70,120,7,0,2,-2,4,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,158,38,119,1,0,4,-2,6,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,529,46,456,27,0,1,-5,5,1,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,2765,978,1759,28,0,119,6,113,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,2205,1203,940,62,0,182,85,97,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,371,53,314,4,0,6,0,6,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,178,24,149,5,0,3,2,1,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,430,146,271,13,0,19,10,9,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,89,19,69,1,0,2,2,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,702,153,535,14,0,25,16,9,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,252,44,204,4,0,2,2,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,195,40,152,3,0,1,-3,4,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,201,43,151,7,0,0,-9,9,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,591,107,475,9,0,32,32,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,246,130,91,25,0,13,10,2,1,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,252,25,226,1,0,1,-7,8,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,69,16,52,1,0,0,0,0,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,1345,337,950,58,0,50,9,38,3,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,129,71,58,0,0,33,29,4,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,116,49,66,1,0,4,4,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,167,69,95,3,0,7,-3,10,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,128,20,108,0,0,9,8,1,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,14,9,2,3,0,3,3,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,1424,550,850,24,0,83,60,22,1,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,195,43,149,3,0,9,4,5,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,64,11,52,1,0,0,-1,1,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,262,18,236,8,0,1,-9,10,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,437,186,236,15,0,41,33,6,2,,
670,UP,Uttar Pradesh,UP_Mau,Mau,175,85,86,4,0,13,13,0,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,1171,287,797,87,0,28,4,26,-2,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,158,84,73,1,0,30,30,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,520,121,375,24,0,11,-4,15,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,312,56,247,9,0,2,-2,4,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,150,43,107,0,0,7,4,3,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,121,9,104,8,0,1,0,0,1,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,406,152,243,11,0,55,46,9,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,148,24,121,3,0,4,-2,6,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,378,66,309,3,0,2,2,0,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,450,90,359,1,0,10,3,6,1,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,381,79,295,7,0,1,-5,6,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,284,83,194,7,0,13,11,2,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,142,28,114,0,0,3,-1,4,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,173,44,127,2,0,4,-2,6,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,75,19,54,2,0,4,2,2,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,281,69,203,9,0,9,3,6,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,66,10,56,0,0,1,1,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,53,19,34,0,0,8,8,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,210,36,170,4,0,8,4,4,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,219,90,126,3,0,21,16,5,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,648,269,352,27,0,38,38,0,0,,
692,UT,Uttarakhand,UT_Almora,Almora,193,25,165,2,1,1,0,1,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,93,18,74,1,0,1,1,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,76,10,66,0,0,0,-1,1,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,59,9,49,1,0,0,0,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,754,122,588,25,19,12,3,9,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,319,26,286,0,7,1,-4,5,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,537,188,345,3,1,7,7,0,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,145,12,130,3,0,1,-3,4,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,67,6,61,0,0,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,66,5,60,1,0,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,421,3,416,2,0,0,0,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,310,83,224,3,0,4,3,1,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,84,23,60,1,0,4,3,1,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,188,10,178,0,0,1,0,1,0,,
706,WB,West Bengal,WB_Bankura,Bankura,267,39,228,0,0,6,-4,10,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,311,21,287,3,0,0,0,0,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,305,1,304,0,0,0,0,0,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,231,39,192,0,0,8,6,2,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,603,163,430,10,0,26,24,2,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,1204,349,829,26,0,62,28,34,0,,
712,WB,West Bengal,WB_Howrah,Howrah,3121,842,2170,109,0,111,-3,112,2,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,396,73,321,2,0,8,-1,8,1,,
714,WB,West Bengal,WB_Jhargram,Jhargram,20,1,19,0,0,1,1,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,56,4,51,1,0,0,-3,3,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,7108,2288,4402,418,0,244,141,95,8,,
717,WB,West Bengal,WB_Malda,Malda,817,307,506,4,0,37,-4,40,1,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,276,58,214,4,0,6,-4,10,0,,
720,WB,West Bengal,WB_Nadia,Nadia,346,59,282,5,0,7,-14,21,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,3760,1468,2170,122,0,214,99,107,8,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,158,28,125,5,0,1,-3,4,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,406,56,344,6,0,11,3,8,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,186,25,159,2,0,3,-5,8,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,393,94,294,5,0,9,-5,14,0,,
725,WB,West Bengal,WB_Purulia,Purulia,102,15,87,0,0,3,3,0,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,1469,658,780,31,0,118,56,61,1,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,337,60,276,1,0,19,14,5,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,73,34,39,0,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,4618,-1910,6518,7,3,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,98656,24251,71339,3066,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,420,0,420,0,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,-10,9,1,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,0,-230,230,0,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,2,-10,12,0,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,-168,168,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,0,-22,9,0,13,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,456,-11961,12152,265,0,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
